id,timestamp,MaxxTurn45_Axes_Power_Active_B
i1,2023-04-28T15:00:12.768871,700.5239868164062
i1,2023-04-28T15:00:12.871204,704.6685180664062
i1,2023-04-28T15:00:12.973669,704.6685180664062
i1,2023-04-28T15:00:13.077936,704.1692504882812
i1,2023-04-28T15:00:13.182036,704.1692504882812
i1,2023-04-28T15:00:13.283955,704.1692504882812
i1,2023-04-28T15:00:13.381255,750.9951782226562
i1,2023-04-28T15:00:13.483466,761.9359741210938
i1,2023-04-28T15:00:13.588414,761.9359741210938
i1,2023-04-28T15:00:13.688543,745.8350830078125
i1,2023-04-28T15:00:13.790952,745.8350830078125
i1,2023-04-28T15:00:13.890354,748.017333984375
i1,2023-04-28T15:00:14.000510,748.017333984375
i1,2023-04-28T15:00:14.100054,761.0421142578125
i1,2023-04-28T15:00:14.199230,761.0421142578125
i1,2023-04-28T15:00:14.300033,879.8892211914062
i1,2023-04-28T15:00:14.405163,879.8892211914062
i1,2023-04-28T15:00:14.503426,1149.1646728515625
i1,2023-04-28T15:00:14.604483,1149.1646728515625
i1,2023-04-28T15:00:14.707664,1860.88037109375
i1,2023-04-28T15:00:14.809810,1860.88037109375
i1,2023-04-28T15:00:14.910320,2809.44580078125
i1,2023-04-28T15:00:15.012731,2809.44580078125
i1,2023-04-28T15:00:15.116853,3844.56982421875
i1,2023-04-28T15:00:15.220325,3844.56982421875
i1,2023-04-28T15:00:15.321976,4396.80615234375
i1,2023-04-28T15:00:15.422167,4396.80615234375
i1,2023-04-28T15:00:15.525637,5114.3525390625
i1,2023-04-28T15:00:15.623404,5114.3525390625
i1,2023-04-28T15:00:15.725708,5750.47900390625
i1,2023-04-28T15:00:15.822423,5750.47900390625
i1,2023-04-28T15:00:15.926717,6414.80908203125
i1,2023-04-28T15:00:16.025061,6414.80908203125
i1,2023-04-28T15:00:16.132963,6613.6640625
i1,2023-04-28T15:00:16.239214,6613.6640625
i1,2023-04-28T15:00:16.337092,6513.20556640625
i1,2023-04-28T15:00:16.451200,5885.93505859375
i1,2023-04-28T15:00:16.540583,5885.93505859375
i1,2023-04-28T15:00:16.653793,5029.9521484375
i1,2023-04-28T15:00:16.756778,5029.9521484375
i1,2023-04-28T15:00:16.850947,4259.7783203125
i1,2023-04-28T15:00:16.949073,4259.7783203125
i1,2023-04-28T15:00:17.057890,3583.0595703125
i1,2023-04-28T15:00:17.156195,3583.0595703125
i1,2023-04-28T15:00:17.256310,3020.059326171875
i1,2023-04-28T15:00:17.383267,3020.059326171875
i1,2023-04-28T15:00:17.461114,2432.025634765625
i1,2023-04-28T15:00:17.562724,2432.025634765625
i1,2023-04-28T15:00:17.666445,1534.0447998046875
i1,2023-04-28T15:00:17.768886,1534.0447998046875
i1,2023-04-28T15:00:17.872104,822.5092163085938
i1,2023-04-28T15:00:17.974478,822.5092163085938
i1,2023-04-28T15:00:18.073652,376.4391174316406
i1,2023-04-28T15:00:18.176972,376.4391174316406
i1,2023-04-28T15:00:18.275393,376.4391174316406
i1,2023-04-28T15:00:18.380867,-369.6548767089844
i1,2023-04-28T15:00:18.479069,-759.572509765625
i1,2023-04-28T15:00:18.584135,-759.572509765625
i1,2023-04-28T15:00:18.686345,-1395.651123046875
i1,2023-04-28T15:00:18.784662,-1395.651123046875
i1,2023-04-28T15:00:18.892598,-2185.41064453125
i1,2023-04-28T15:00:18.990436,-2185.41064453125
i1,2023-04-28T15:00:19.100967,-2736.542724609375
i1,2023-04-28T15:00:19.194849,-2736.542724609375
i1,2023-04-28T15:00:19.296792,-2879.796142578125
i1,2023-04-28T15:00:19.399999,-2879.796142578125
i1,2023-04-28T15:00:19.501134,-2533.6708984375
i1,2023-04-28T15:00:19.602240,-2533.6708984375
i1,2023-04-28T15:00:19.708388,-1755.38818359375
i1,2023-04-28T15:00:19.805875,-1755.38818359375
i1,2023-04-28T15:00:19.911179,-476.9273986816406
i1,2023-04-28T15:00:20.012806,-476.9273986816406
i1,2023-04-28T15:00:20.111818,1108.35400390625
i1,2023-04-28T15:00:20.228058,1108.35400390625
i1,2023-04-28T15:00:20.311366,1108.35400390625
i1,2023-04-28T15:00:20.414771,2549.79931640625
i1,2023-04-28T15:00:20.521189,3538.6123046875
i1,2023-04-28T15:00:20.625436,3538.6123046875
i1,2023-04-28T15:00:20.727351,4757.419921875
i1,2023-04-28T15:00:20.825954,4757.419921875
i1,2023-04-28T15:00:20.928021,5400.96044921875
i1,2023-04-28T15:00:21.029363,5400.96044921875
i1,2023-04-28T15:00:21.131697,5506.1552734375
i1,2023-04-28T15:00:21.234176,5506.1552734375
i1,2023-04-28T15:00:21.338330,5592.17724609375
i1,2023-04-28T15:00:21.441918,5592.17724609375
i1,2023-04-28T15:00:21.540940,5184.65283203125
i1,2023-04-28T15:00:21.649029,5184.65283203125
i1,2023-04-28T15:00:21.748650,4415.11572265625
i1,2023-04-28T15:00:21.846780,4415.11572265625
i1,2023-04-28T15:00:21.952146,3635.04638671875
i1,2023-04-28T15:00:22.052871,3635.04638671875
i1,2023-04-28T15:00:22.152920,2561.68017578125
i1,2023-04-28T15:00:22.254036,2561.68017578125
i1,2023-04-28T15:00:22.356717,2263.5791015625
i1,2023-04-28T15:00:22.465448,1755.328125
i1,2023-04-28T15:00:22.560131,1755.328125
i1,2023-04-28T15:00:22.669127,1755.328125
i1,2023-04-28T15:00:22.768608,1727.091796875
i1,2023-04-28T15:00:22.873011,1710.130615234375
i1,2023-04-28T15:00:22.974223,1710.130615234375
i1,2023-04-28T15:00:23.083410,1679.5360107421875
i1,2023-04-28T15:00:23.181103,1679.5360107421875
i1,2023-04-28T15:00:23.279306,1573.817138671875
i1,2023-04-28T15:00:23.403992,1573.817138671875
i1,2023-04-28T15:00:23.487059,1062.5909423828125
i1,2023-04-28T15:00:23.595102,1062.5909423828125
i1,2023-04-28T15:00:23.684464,500.4691467285156
i1,2023-04-28T15:00:23.791511,500.4691467285156
i1,2023-04-28T15:00:23.887964,-184.20074462890625
i1,2023-04-28T15:00:23.997266,-184.20074462890625
i1,2023-04-28T15:00:24.094581,440.2674560546875
i1,2023-04-28T15:00:24.195951,440.2674560546875
i1,2023-04-28T15:00:24.293969,1008.146240234375
i1,2023-04-28T15:00:24.393598,1008.146240234375
i1,2023-04-28T15:00:24.497649,1618.283935546875
i1,2023-04-28T15:00:24.600467,1618.283935546875
i1,2023-04-28T15:00:24.703318,2127.8271484375
i1,2023-04-28T15:00:24.803743,2127.8271484375
i1,2023-04-28T15:00:24.905929,2697.870361328125
i1,2023-04-28T15:00:25.007301,2697.870361328125
i1,2023-04-28T15:00:25.120709,3005.2978515625
i1,2023-04-28T15:00:25.210870,3005.2978515625
i1,2023-04-28T15:00:25.313349,3507.5986328125
i1,2023-04-28T15:00:25.416039,3507.5986328125
i1,2023-04-28T15:00:25.515995,4073.130859375
i1,2023-04-28T15:00:25.618062,4073.130859375
i1,2023-04-28T15:00:25.724509,4650.970703125
i1,2023-04-28T15:00:25.821918,4650.970703125
i1,2023-04-28T15:00:25.926223,4062.2666015625
i1,2023-04-28T15:00:26.029825,4062.2666015625
i1,2023-04-28T15:00:26.129446,3356.259765625
i1,2023-04-28T15:00:26.234338,3356.259765625
i1,2023-04-28T15:00:26.333082,3356.259765625
i1,2023-04-28T15:00:26.437914,2733.1982421875
i1,2023-04-28T15:00:26.536949,2448.947021484375
i1,2023-04-28T15:00:26.641224,2448.947021484375
i1,2023-04-28T15:00:26.740548,1711.07861328125
i1,2023-04-28T15:00:26.846847,1711.07861328125
i1,2023-04-28T15:00:26.949010,1009.5659790039062
i1,2023-04-28T15:00:27.052324,1009.5659790039062
i1,2023-04-28T15:00:27.155775,1164.373291015625
i1,2023-04-28T15:00:27.256941,1164.373291015625
i1,2023-04-28T15:00:27.357755,1402.9886474609375
i1,2023-04-28T15:00:27.462664,1402.9886474609375
i1,2023-04-28T15:00:27.560141,1659.10400390625
i1,2023-04-28T15:00:27.662946,1659.10400390625
i1,2023-04-28T15:00:27.762622,1140.816650390625
i1,2023-04-28T15:00:27.870881,820.3477172851562
i1,2023-04-28T15:00:27.969196,820.3477172851562
i1,2023-04-28T15:00:28.065157,820.3477172851562
i1,2023-04-28T15:00:28.174588,202.8592071533203
i1,2023-04-28T15:00:28.281379,557.6519165039062
i1,2023-04-28T15:00:28.409453,557.6519165039062
i1,2023-04-28T15:00:28.480766,557.6519165039062
i1,2023-04-28T15:00:28.582440,1284.53662109375
i1,2023-04-28T15:00:28.683356,1778.4766845703125
i1,2023-04-28T15:00:28.785666,1778.4766845703125
i1,2023-04-28T15:00:28.896170,1866.2412109375
i1,2023-04-28T15:00:28.991156,1866.2412109375
i1,2023-04-28T15:00:29.094310,2014.9312744140625
i1,2023-04-28T15:00:29.194549,2014.9312744140625
i1,2023-04-28T15:00:29.298216,2014.9312744140625
i1,2023-04-28T15:00:29.417827,1739.148681640625
i1,2023-04-28T15:00:29.501942,2239.26611328125
i1,2023-04-28T15:00:29.602004,2239.26611328125
i1,2023-04-28T15:00:29.701134,2709.064453125
i1,2023-04-28T15:00:29.803791,2709.064453125
i1,2023-04-28T15:00:29.904710,3201.22802734375
i1,2023-04-28T15:00:30.006068,3201.22802734375
i1,2023-04-28T15:00:30.108355,2569.09912109375
i1,2023-04-28T15:00:30.212522,2569.09912109375
i1,2023-04-28T15:00:30.316403,2569.09912109375
i1,2023-04-28T15:00:30.420107,1294.669677734375
i1,2023-04-28T15:00:30.513944,1018.5122680664062
i1,2023-04-28T15:00:30.616912,1018.5122680664062
i1,2023-04-28T15:00:30.718085,238.10279846191406
i1,2023-04-28T15:00:30.818248,238.10279846191406
i1,2023-04-28T15:00:30.916402,-694.6511840820312
i1,2023-04-28T15:00:31.016580,-694.6511840820312
i1,2023-04-28T15:00:31.129333,-1479.00146484375
i1,2023-04-28T15:00:31.226557,-1479.00146484375
i1,2023-04-28T15:00:31.328363,-2052.001708984375
i1,2023-04-28T15:00:31.434818,-2052.001708984375
i1,2023-04-28T15:00:31.536007,-2703.79150390625
i1,2023-04-28T15:00:31.634146,-2703.79150390625
i1,2023-04-28T15:00:31.744355,-2892.279296875
i1,2023-04-28T15:00:31.838414,-2892.279296875
i1,2023-04-28T15:00:31.943945,-2575.695068359375
i1,2023-04-28T15:00:32.045074,-2575.695068359375
i1,2023-04-28T15:00:32.145607,-1735.62744140625
i1,2023-04-28T15:00:32.245830,-1735.62744140625
i1,2023-04-28T15:00:32.347226,-499.36236572265625
i1,2023-04-28T15:00:32.450700,-499.36236572265625
i1,2023-04-28T15:00:32.551918,908.0382690429688
i1,2023-04-28T15:00:32.656035,908.0382690429688
i1,2023-04-28T15:00:32.756434,2102.8271484375
i1,2023-04-28T15:00:32.867656,2102.8271484375
i1,2023-04-28T15:00:32.959904,3281.684814453125
i1,2023-04-28T15:00:33.061181,3281.684814453125
i1,2023-04-28T15:00:33.163385,4533.2880859375
i1,2023-04-28T15:00:33.267803,4533.2880859375
i1,2023-04-28T15:00:33.367715,4533.2880859375
i1,2023-04-28T15:00:33.470708,4816.412109375
i1,2023-04-28T15:00:33.576793,5146.701171875
i1,2023-04-28T15:00:33.677009,5146.701171875
i1,2023-04-28T15:00:33.782467,5115.0986328125
i1,2023-04-28T15:00:33.881856,5115.0986328125
i1,2023-04-28T15:00:33.986371,4743.931640625
i1,2023-04-28T15:00:34.083048,4743.931640625
i1,2023-04-28T15:00:34.186493,3980.835205078125
i1,2023-04-28T15:00:34.289794,3980.835205078125
i1,2023-04-28T15:00:34.427965,3020.36083984375
i1,2023-04-28T15:00:34.492978,3020.36083984375
i1,2023-04-28T15:00:34.595788,2427.642333984375
i1,2023-04-28T15:00:34.699045,1834.664306640625
i1,2023-04-28T15:00:34.801350,1834.664306640625
i1,2023-04-28T15:00:34.906366,1326.6080322265625
i1,2023-04-28T15:00:35.003828,1326.6080322265625
i1,2023-04-28T15:00:35.105099,1518.77783203125
i1,2023-04-28T15:00:35.208366,1518.77783203125
i1,2023-04-28T15:00:35.312816,1519.87646484375
i1,2023-04-28T15:00:35.444822,1519.87646484375
i1,2023-04-28T15:00:35.513991,1518.8172607421875
i1,2023-04-28T15:00:35.613014,1518.8172607421875
i1,2023-04-28T15:00:35.715963,1517.3665771484375
i1,2023-04-28T15:00:35.818268,1517.3665771484375
i1,2023-04-28T15:00:35.923008,1515.19091796875
i1,2023-04-28T15:00:36.020894,1515.19091796875
i1,2023-04-28T15:00:36.124061,1513.0548095703125
i1,2023-04-28T15:00:36.226436,1513.0548095703125
i1,2023-04-28T15:00:36.326009,1512.5855712890625
i1,2023-04-28T15:00:36.432616,1512.5855712890625
i1,2023-04-28T15:00:36.532911,1512.3778076171875
i1,2023-04-28T15:00:36.631761,1512.3778076171875
i1,2023-04-28T15:00:36.735050,1512.585205078125
i1,2023-04-28T15:00:36.837319,1512.585205078125
i1,2023-04-28T15:00:36.938703,1513.8173828125
i1,2023-04-28T15:00:37.042898,1513.8173828125
i1,2023-04-28T15:00:37.148219,1516.9595947265625
i1,2023-04-28T15:00:37.249043,1516.9595947265625
i1,2023-04-28T15:00:37.351255,1516.9595947265625
i1,2023-04-28T15:00:37.452441,1517.8372802734375
i1,2023-04-28T15:00:37.556654,1518.7470703125
i1,2023-04-28T15:00:37.652788,1518.7470703125
i1,2023-04-28T15:00:37.760105,1521.3634033203125
i1,2023-04-28T15:00:37.859962,1521.3634033203125
i1,2023-04-28T15:00:37.958534,1521.6785888671875
i1,2023-04-28T15:00:38.061088,1521.6785888671875
i1,2023-04-28T15:00:38.164214,1521.36474609375
i1,2023-04-28T15:00:38.272678,1521.36474609375
i1,2023-04-28T15:00:38.367257,1520.21337890625
i1,2023-04-28T15:00:38.471611,1520.21337890625
i1,2023-04-28T15:00:38.570826,1516.294921875
i1,2023-04-28T15:00:38.672926,1516.294921875
i1,2023-04-28T15:00:38.775091,1513.619384765625
i1,2023-04-28T15:00:38.880437,1513.619384765625
i1,2023-04-28T15:00:38.983700,1510.5013427734375
i1,2023-04-28T15:00:39.085143,1510.5013427734375
i1,2023-04-28T15:00:39.187199,1508.41015625
i1,2023-04-28T15:00:39.285573,1508.41015625
i1,2023-04-28T15:00:39.392437,1508.328369140625
i1,2023-04-28T15:00:39.495775,1508.328369140625
i1,2023-04-28T15:00:39.596786,1107.2861328125
i1,2023-04-28T15:00:39.692557,1107.2861328125
i1,2023-04-28T15:00:39.798177,953.97265625
i1,2023-04-28T15:00:39.898247,953.97265625
i1,2023-04-28T15:00:40.000775,432.2711486816406
i1,2023-04-28T15:00:40.100561,432.2711486816406
i1,2023-04-28T15:00:40.203292,-142.66409301757812
i1,2023-04-28T15:00:40.304470,-142.66409301757812
i1,2023-04-28T15:00:40.406995,-848.5072021484375
i1,2023-04-28T15:00:40.512128,-848.5072021484375
i1,2023-04-28T15:00:40.606199,-1584.43115234375
i1,2023-04-28T15:00:40.715024,-1765.535400390625
i1,2023-04-28T15:00:40.814029,-1765.535400390625
i1,2023-04-28T15:00:40.931634,-1850.0946044921875
i1,2023-04-28T15:00:41.018769,-1850.0946044921875
i1,2023-04-28T15:00:41.123203,-1917.156982421875
i1,2023-04-28T15:00:41.228314,-1917.156982421875
i1,2023-04-28T15:00:41.325616,-1917.156982421875
i1,2023-04-28T15:00:41.448390,-1445.2640380859375
i1,2023-04-28T15:00:41.534519,-1530.08056640625
i1,2023-04-28T15:00:41.632693,-1530.08056640625
i1,2023-04-28T15:00:41.734887,-1021.9981689453125
i1,2023-04-28T15:00:41.841464,-1021.9981689453125
i1,2023-04-28T15:00:41.940528,16.76548194885254
i1,2023-04-28T15:00:42.042752,16.76548194885254
i1,2023-04-28T15:00:42.144092,1541.1983642578125
i1,2023-04-28T15:00:42.246392,1541.1983642578125
i1,2023-04-28T15:00:42.344578,3089.321044921875
i1,2023-04-28T15:00:42.449776,3089.321044921875
i1,2023-04-28T15:00:42.559459,3909.5576171875
i1,2023-04-28T15:00:42.650687,3909.5576171875
i1,2023-04-28T15:00:42.752875,4555.2587890625
i1,2023-04-28T15:00:42.857490,4555.2587890625
i1,2023-04-28T15:00:42.962591,4861.373046875
i1,2023-04-28T15:00:43.058954,4861.373046875
i1,2023-04-28T15:00:43.165962,5404.69580078125
i1,2023-04-28T15:00:43.267304,5404.69580078125
i1,2023-04-28T15:00:43.368169,5404.69580078125
i1,2023-04-28T15:00:43.468320,5166.67578125
i1,2023-04-28T15:00:43.569460,5446.0654296875
i1,2023-04-28T15:00:43.669892,5446.0654296875
i1,2023-04-28T15:00:43.781914,5158.59326171875
i1,2023-04-28T15:00:43.873468,5158.59326171875
i1,2023-04-28T15:00:43.976595,4444.1572265625
i1,2023-04-28T15:00:44.077726,4444.1572265625
i1,2023-04-28T15:00:44.183203,3666.921142578125
i1,2023-04-28T15:00:44.285527,3666.921142578125
i1,2023-04-28T15:00:44.382923,3008.92724609375
i1,2023-04-28T15:00:44.486415,3008.92724609375
i1,2023-04-28T15:00:44.587615,2489.57666015625
i1,2023-04-28T15:00:44.691078,2489.57666015625
i1,2023-04-28T15:00:44.794002,2244.057373046875
i1,2023-04-28T15:00:44.907682,2244.057373046875
i1,2023-04-28T15:00:44.996855,2145.54931640625
i1,2023-04-28T15:00:45.097703,2145.54931640625
i1,2023-04-28T15:00:45.200085,1986.5352783203125
i1,2023-04-28T15:00:45.303625,1986.5352783203125
i1,2023-04-28T15:00:45.405190,1855.9053955078125
i1,2023-04-28T15:00:45.506570,1855.9053955078125
i1,2023-04-28T15:00:45.611616,1297.545166015625
i1,2023-04-28T15:00:45.710652,1297.545166015625
i1,2023-04-28T15:00:45.814899,1015.9385986328125
i1,2023-04-28T15:00:45.907746,1015.9385986328125
i1,2023-04-28T15:00:46.020395,1280.05078125
i1,2023-04-28T15:00:46.116884,1280.05078125
i1,2023-04-28T15:00:46.220173,1781.13525390625
i1,2023-04-28T15:00:46.320394,1781.13525390625
i1,2023-04-28T15:00:46.422237,1886.13818359375
i1,2023-04-28T15:00:46.529132,1886.13818359375
i1,2023-04-28T15:00:46.627461,1993.9046630859375
i1,2023-04-28T15:00:46.728554,1993.9046630859375
i1,2023-04-28T15:00:46.838912,2049.755126953125
i1,2023-04-28T15:00:46.939245,2038.149169921875
i1,2023-04-28T15:00:47.036370,2038.149169921875
i1,2023-04-28T15:00:47.145205,2093.2724609375
i1,2023-04-28T15:00:47.244541,2093.2724609375
i1,2023-04-28T15:00:47.345507,2518.552490234375
i1,2023-04-28T15:00:47.474613,2518.552490234375
i1,2023-04-28T15:00:47.546320,2747.60009765625
i1,2023-04-28T15:00:47.647549,2747.60009765625
i1,2023-04-28T15:00:47.753813,2302.892578125
i1,2023-04-28T15:00:47.855039,2302.892578125
i1,2023-04-28T15:00:47.958248,1389.9461669921875
i1,2023-04-28T15:00:48.057551,1389.9461669921875
i1,2023-04-28T15:00:48.157987,1416.552001953125
i1,2023-04-28T15:00:48.262208,1416.552001953125
i1,2023-04-28T15:00:48.361705,1764.8084716796875
i1,2023-04-28T15:00:48.467089,1764.8084716796875
i1,2023-04-28T15:00:48.564367,1777.9317626953125
i1,2023-04-28T15:00:48.673691,1777.9317626953125
i1,2023-04-28T15:00:48.776974,1758.8017578125
i1,2023-04-28T15:00:48.870998,1758.8017578125
i1,2023-04-28T15:00:48.974359,1766.268798828125
i1,2023-04-28T15:00:49.077707,1766.268798828125
i1,2023-04-28T15:00:49.185015,1750.8763427734375
i1,2023-04-28T15:00:49.281392,1750.8763427734375
i1,2023-04-28T15:00:49.380670,1755.9791259765625
i1,2023-04-28T15:00:49.484260,1755.9791259765625
i1,2023-04-28T15:00:49.590494,1896.4578857421875
i1,2023-04-28T15:00:49.688656,1896.4578857421875
i1,2023-04-28T15:00:49.794666,2293.9951171875
i1,2023-04-28T15:00:49.897096,2293.9951171875
i1,2023-04-28T15:00:49.996301,2144.1044921875
i1,2023-04-28T15:00:50.093282,2144.1044921875
i1,2023-04-28T15:00:50.198968,1673.43115234375
i1,2023-04-28T15:00:50.305334,1673.43115234375
i1,2023-04-28T15:00:50.407170,1673.43115234375
i1,2023-04-28T15:00:50.510344,1578.748046875
i1,2023-04-28T15:00:50.610299,1594.21435546875
i1,2023-04-28T15:00:50.707533,1594.21435546875
i1,2023-04-28T15:00:50.803288,1578.5716552734375
i1,2023-04-28T15:00:50.907748,1578.5716552734375
i1,2023-04-28T15:00:51.009933,1584.6875
i1,2023-04-28T15:00:51.112570,1584.6875
i1,2023-04-28T15:00:51.211648,1461.26416015625
i1,2023-04-28T15:00:51.316226,1461.26416015625
i1,2023-04-28T15:00:51.420225,1107.7415771484375
i1,2023-04-28T15:00:51.525585,1107.7415771484375
i1,2023-04-28T15:00:51.626837,610.1378173828125
i1,2023-04-28T15:00:51.725663,610.1378173828125
i1,2023-04-28T15:00:51.826790,196.81842041015625
i1,2023-04-28T15:00:51.928099,196.81842041015625
i1,2023-04-28T15:00:52.033647,293.7698669433594
i1,2023-04-28T15:00:52.136590,293.7698669433594
i1,2023-04-28T15:00:52.238560,383.26611328125
i1,2023-04-28T15:00:52.341663,383.26611328125
i1,2023-04-28T15:00:52.475756,383.26611328125
i1,2023-04-28T15:00:52.546374,836.146728515625
i1,2023-04-28T15:00:52.644904,887.064453125
i1,2023-04-28T15:00:52.753953,938.5623168945312
i1,2023-04-28T15:00:52.849852,938.5623168945312
i1,2023-04-28T15:00:52.968846,1069.845703125
i1,2023-04-28T15:00:53.054379,1069.845703125
i1,2023-04-28T15:00:53.159779,1370.852783203125
i1,2023-04-28T15:00:53.257590,1370.852783203125
i1,2023-04-28T15:00:53.358414,1370.852783203125
i1,2023-04-28T15:00:53.487124,1258.28662109375
i1,2023-04-28T15:00:53.567520,1819.1011962890625
i1,2023-04-28T15:00:53.666355,1819.1011962890625
i1,2023-04-28T15:00:53.765575,2212.9482421875
i1,2023-04-28T15:00:53.870819,2212.9482421875
i1,2023-04-28T15:00:53.975249,2491.474853515625
i1,2023-04-28T15:00:54.075314,2491.474853515625
i1,2023-04-28T15:00:54.174652,2446.054443359375
i1,2023-04-28T15:00:54.281023,2446.054443359375
i1,2023-04-28T15:00:54.379484,2283.828125
i1,2023-04-28T15:00:54.482345,2283.828125
i1,2023-04-28T15:00:54.595995,1831.1455078125
i1,2023-04-28T15:00:54.686433,1831.1455078125
i1,2023-04-28T15:00:54.788474,2019.9442138671875
i1,2023-04-28T15:00:54.891987,2019.9442138671875
i1,2023-04-28T15:00:54.994220,2302.78125
i1,2023-04-28T15:00:55.093536,2302.78125
i1,2023-04-28T15:00:55.195914,3029.090576171875
i1,2023-04-28T15:00:55.297944,3029.090576171875
i1,2023-04-28T15:00:55.400639,3029.090576171875
i1,2023-04-28T15:00:55.503117,2653.13671875
i1,2023-04-28T15:00:55.605165,2223.756591796875
i1,2023-04-28T15:00:55.708508,2223.756591796875
i1,2023-04-28T15:00:55.810216,1475.0196533203125
i1,2023-04-28T15:00:55.910915,1475.0196533203125
i1,2023-04-28T15:00:56.014157,843.5936279296875
i1,2023-04-28T15:00:56.113399,843.5936279296875
i1,2023-04-28T15:00:56.215807,341.78204345703125
i1,2023-04-28T15:00:56.323481,341.78204345703125
i1,2023-04-28T15:00:56.421871,215.78573608398438
i1,2023-04-28T15:00:56.522062,215.78573608398438
i1,2023-04-28T15:00:56.623215,-593.0509643554688
i1,2023-04-28T15:00:56.728391,-593.0509643554688
i1,2023-04-28T15:00:56.830548,-1431.5751953125
i1,2023-04-28T15:00:56.936998,-1431.5751953125
